1	1000	10
189	131	0	1
294	84	1	1
158	156	1	1
352	70	0	1
209	117	1	1
169	144	1	1
225	108	0	1
361	67	1	1
158	153	1	1
330	73	0	1
253	95	1	1
293	82	1	1
337	71	1	1
244	98	1	1
155	154	0	1
243	98	0	1
170	140	0	1
224	106	1	1
289	82	0	1
306	77	1	1
187	126	0	1
345	68	0	1
263	89	0	1
344	68	1	1
334	70	0	1
328	71	0	1
250	93	0	1
177	131	0	1
196	118	0	1
166	139	0	1
299	77	0	1
338	68	1	1
178	129	1	1
194	118	0	1
286	80	1	1
269	85	0	1
357	64	1	1
197	115	1	1
222	102	0	1
348	65	1	1
191	118	0	1
227	99	0	1
350	64	1	1
275	81	1	1
295	75	1	1
232	95	1	1
159	138	1	1
152	144	1	1
172	127	1	1
375	58	0	1
244	89	0	1
210	103	1	1
165	131	1	1
155	139	1	1
371	58	0	1
170	126	0	1
345	62	0	1
329	65	1	1
226	94	1	1
282	75	0	1
222	95	0	1
234	90	0	1
295	71	1	1
246	85	0	1
223	93	0	1
313	66	0	1
307	67	1	1
228	89	1	1
355	57	1	1
265	76	0	1
157	128	1	1
245	82	1	1
299	67	1	1
210	95	1	1
213	93	1	1
237	83	0	1
285	69	1	1
288	68	1	1
186	105	0	1
227	86	1	1
263	74	1	1
266	73	1	1
233	83	0	1
351	55	1	1
187	103	0	1
213	90	0	1
205	93	0	1
145	131	1	1
204	93	1	1
361	52	1	1
256	73	1	1
175	105	0	1
266	69	0	1
167	109	1	1
313	58	1	1
171	106	1	1
283	64	1	1
163	111	0	1
262	69	0	1
139	130	0	1
230	78	1	1
201	89	0	1
298	60	1	1
251	71	0	1
164	108	1	1
137	129	1	1
325	54	1	1
192	91	0	1
178	98	1	1
157	111	0	1
207	84	0	1
252	69	1	1
164	106	1	1
155	112	0	1
266	65	1	1
136	127	1	1
238	71	1	1
367	46	1	1
225	74	0	1
139	119	1	1
130	127	1	1
351	47	1	1
154	107	0	1
166	99	1	1
133	123	0	1
244	67	0	1
258	63	0	1
235	69	1	1
154	105	0	1
212	76	1	1
309	52	1	1
188	85	1	1
181	88	0	1
194	82	0	1
278	57	0	1
272	58	0	1
270	57	0	1
181	85	0	1
265	58	1	1
140	109	0	1
175	87	1	1
202	75	1	1
166	91	0	1
190	79	1	1
202	74	1	1
173	86	0	1
167	89	1	1
154	96	1	1
230	64	1	1
281	52	0	1
228	64	0	1
145	100	0	1
226	64	1	1
352	41	0	1
222	65	1	1
253	57	1	1
153	94	1	1
214	67	0	1
166	86	1	1
132	108	0	1
339	42	0	1
289	49	0	1
202	70	0	1
174	81	0	1
231	61	0	1
198	71	0	1
246	57	0	1
203	69	0	1
291	48	0	1
145	96	1	1
130	107	1	1
137	101	0	1
141	98	0	1
122	113	1	1
371	37	0	1
342	40	0	1
126	108	1	1
194	70	0	1
119	114	0	1
211	64	1	1
135	100	1	1
259	52	0	1
117	115	1	1
286	47	1	1
206	65	0	1
334	40	1	1
126	106	1	1
120	111	1	1
185	71	1	1
196	67	0	1
170	77	1	1
363	36	0	1
195	67	0	1
142	92	1	1
125	104	0	1
228	57	1	1
146	89	1	1
119	109	1	1
182	71	1	1
285	45	0	1
305	42	1	1
114	112	0	1
127	100	1	1
270	45	1	1
347	35	1	1
133	91	0	1
300	40	1	1
181	66	1	1
228	52	0	1
282	42	1	1
348	34	1	1
245	48	1	1
178	66	1	1
192	61	0	1
127	92	0	1
118	99	0	1
124	94	0	1
253	46	1	1
321	36	1	1
175	66	0	1
113	102	0	1
143	80	1	1
112	102	1	1
300	38	1	1
184	61	0	1
260	43	1	1
199	56	0	1
337	33	1	1
247	45	0	1
271	41	1	1
347	32	0	1
194	57	1	1
155	71	0	1
171	64	0	1
127	86	1	1
185	59	1	1
246	44	0	1
130	83	1	1
239	45	0	1
119	90	0	1
191	56	0	1
243	44	0	1
187	57	1	1
154	69	1	1
171	61	1	1
186	56	1	1
207	50	1	1
123	84	1	1
117	88	1	1
147	70	1	1
122	84	1	1
256	40	0	1
232	44	1	1
216	47	1	1
350	29	1	1
130	78	1	1
298	34	0	1
210	48	0	1
176	57	0	1
199	50	0	1
231	43	0	1
362	27	0	1
105	93	0	1
116	84	0	1
102	95	0	1
230	42	0	1
369	26	1	1
196	48	0	1
102	92	1	1
117	80	1	1
156	60	1	1
299	31	1	1
293	31	1	1
144	63	0	1
133	67	1	1
198	45	0	1
356	25	1	1
234	38	1	1
123	72	1	1
259	34	0	1
314	28	1	1
151	58	1	1
148	59	1	1
322	27	1	1
105	82	0	1
191	45	1	1
112	75	1	1
150	56	0	1
311	27	1	1
189	44	1	1
217	38	1	1
242	34	1	1
238	34	1	1
112	72	1	1
230	35	1	1
322	25	1	1
257	31	1	1
147	54	1	1
272	29	1	1
213	37	0	1
110	71	0	1
244	32	1	1
128	61	1	1
108	72	1	1
172	45	0	1
138	56	0	1
225	34	1	1
272	28	0	1
117	65	0	1
279	27	1	1
106	71	1	1
209	36	1	1
112	67	1	1
147	51	0	1
90	83	1	1
176	42	1	1
253	29	0	1
141	51	1	1
211	34	0	1
202	35	0	1
173	40	1	1
209	33	0	1
162	42	1	1
174	39	1	1
106	64	1	1
95	71	0	1
223	30	1	1
222	30	1	1
97	68	1	1
218	30	0	1
223	29	1	1
140	46	1	1
160	40	1	1
127	50	0	1
133	47	1	1
195	32	1	1
215	29	1	1
115	54	0	1
174	35	1	1
124	49	0	1
148	41	1	1
113	53	0	1
83	72	1	1
198	30	1	1
94	61	0	1
204	28	0	1
91	62	1	1
80	70	0	1
115	48	1	1
134	41	0	1
183	30	1	1
165	33	1	1
163	33	0	1
129	41	0	1
155	34	1	1
81	65	0	1
141	37	1	1
129	40	0	1
161	32	0	1
206	25	0	1
147	35	0	1
72	69	0	1
98	50	1	1
79	61	0	1
75	63	1	1
96	49	1	1
136	34	1	1
104	44	1	1
114	40	0	1
159	28	1	1
138	32	1	1
108	40	1	1
157	27	0	1
67	62	1	1
157	26	1	1
107	37	0	1
97	40	1	1
92	42	0	1
110	35	1	1
103	37	1	1
130	29	1	1
133	28	0	1
94	39	0	1
63	58	0	1
104	33	1	1
96	34	0	1
119	27	0	1
77	41	0	1
56	54	1	1
59	49	1	1
62	45	1	1
106	26	0	1
53	51	1	1
77	35	0	1
59	45	1	1
74	30	1	1
50	44	1	1
63	32	1	1
71	28	0	1
74	26	0	1
55	32	0	1
44	39	1	1
57	30	1	1
42	36	1	1
56	25	1	1
34	28	1	1


298	1000	1000
375	365	1	1
371	366	0	1
366	365	1	1
372	359	0	1
372	356	0	1
373	350	0	1
373	347	1	1
361	357	1	1
363	352	0	1
358	356	0	1
362	350	1	1
366	345	0	1
373	334	1	1
358	347	0	1
352	350	0	1
370	325	0	1
364	330	1	1
357	336	0	1
353	337	1	1
345	342	1	1
349	335	0	1
342	340	0	1
344	333	0	1
361	314	0	1
362	313	0	1
343	330	0	1
342	330	0	1
342	329	0	1
371	303	0	1
375	299	1	1
375	298	1	1
375	296	1	1
334	332	0	1
367	302	0	1
349	317	0	1
342	321	0	1
341	318	0	1
338	319	1	1
370	291	1	1
348	309	1	1
365	292	0	1
370	288	1	1
357	298	1	1
339	313	0	1
359	295	1	1
350	302	1	1
343	308	1	1
358	290	1	1
365	284	1	1
342	303	0	1
332	312	0	1
370	279	1	1
322	320	1	1
373	276	1	1
357	287	1	1
362	280	0	1
360	281	1	1
335	301	0	1
364	277	1	1
346	291	1	1
370	271	1	1
338	296	0	1
367	271	0	1
371	268	0	1
330	301	1	1
363	273	1	1
321	308	0	1
323	306	0	1
346	282	1	1
327	298	1	1
357	272	1	1
312	311	1	1
315	308	1	1
366	259	1	1
342	277	0	1
361	262	0	1
314	300	1	1
332	283	1	1
357	263	1	1
350	268	1	1
337	278	0	1
349	268	0	1
374	250	0	1
329	282	1	1
328	282	0	1
334	276	1	1
340	271	0	1
316	291	0	1
303	302	0	1
330	277	0	1
351	260	1	1
365	250	1	1
321	284	0	1
316	288	1	1
354	257	0	1
334	271	1	1
326	277	1	1
362	249	1	1
321	279	0	1
335	266	0	1
301	296	1	1
301	295	1	1
345	257	0	1
348	254	0	1
331	266	0	1
375	233	0	1
367	237	0	1
314	277	1	1
337	258	1	1
306	283	0	1
333	259	0	1
334	258	0	1
372	231	1	1
367	234	0	1
359	239	0	1
304	282	1	1
341	251	0	1
359	238	0	1
337	253	0	1
301	283	0	1
339	251	1	1
366	230	1	1
343	245	0	1
351	239	0	1
345	243	1	1
321	261	0	1
296	283	0	1
316	264	0	1
351	237	0	1
357	233	1	1
312	266	1	1
297	279	1	1
342	242	1	1
327	252	1	1
288	286	0	1
332	248	1	1
305	269	0	1
318	258	1	1
355	231	0	1
323	253	0	1
290	281	0	1
371	218	0	1
297	272	0	1
351	230	0	1
332	243	1	1
365	221	1	1
311	258	1	1
301	266	0	1
346	231	1	1
288	277	1	1
329	241	0	1
331	239	0	1
299	264	1	1
375	210	1	1
358	219	0	1
284	276	0	1
319	245	0	1
344	227	0	1
310	250	0	1
344	224	1	1
315	243	0	1
291	263	0	1
305	250	1	1
284	268	0	1
306	248	0	1
325	233	1	1
333	226	1	1
295	255	0	1
297	253	0	1
355	210	1	1
312	238	1	1
306	242	1	1
316	233	0	1
336	219	0	1
340	216	0	1
335	219	0	1
322	227	0	1
358	204	0	1
328	222	1	1
353	206	1	1
315	230	0	1
375	193	1	1
309	234	0	1
336	215	1	1
277	260	0	1
320	225	1	1
298	241	1	1
307	233	0	1
290	246	1	1
310	230	0	1
357	199	1	1
352	201	1	1
307	230	0	1
302	233	0	1
302	232	1	1
298	235	1	1
339	206	1	1
367	190	0	1
283	246	0	1
290	240	1	1
264	263	1	1
340	204	0	1
302	229	0	1
272	254	0	1
352	196	0	1
292	236	0	1
324	211	0	1
340	201	0	1
298	229	0	1
296	230	1	1
292	233	1	1
281	241	0	1
295	229	1	1
330	204	1	1
299	225	1	1
303	222	1	1
263	255	1	1
264	254	0	1
342	196	1	1
285	235	1	1
272	246	0	1
260	257	0	1
263	254	1	1
319	209	0	1
341	195	1	1
330	200	1	1
346	190	1	1
321	204	0	1
277	236	1	1
341	191	1	1
309	210	1	1
277	234	0	1
272	238	1	1
301	215	1	1
274	235	0	1
294	219	0	1
305	209	0	1
337	188	0	1
280	226	1	1
310	204	0	1
267	236	0	1
348	181	1	1
335	188	1	1
326	193	1	1
354	177	1	1
337	185	1	1
271	230	1	1
262	237	1	1
315	197	0	1
262	236	0	1
354	174	1	1
276	223	1	1
336	182	0	1
283	215	0	1
285	213	0	1
299	202	1	1
316	191	1	1
290	208	0	1
338	178	1	1
259	232	1	1
374	160	1	1
318	188	0	1
287	208	0	1
323	181	1	1
286	204	0	1
254	229	1	1
328	177	1	1
317	182	1	1
270	213	0	1
265	217	1	1
242	237	0	1
371	154	1	1
262	218	0	1
291	196	1	1
261	218	1	1
287	198	0	1
300	189	0	1
372	152	0	1
367	154	0	1
307	182	1	1
290	192	0	1
363	152	0	1
299	184	0	1
327	168	0	1
337	163	1	1
366	150	1	1
232	232	0	1
256	210	1	1
294	182	0	1
366	146	0	1
331	161	1	1
306	174	0	1
251	212	0	1
341	156	0	1
253	210	1	1
332	160	0	1
367	144	1	1
252	209	0	1
237	221	0	1
232	225	1	1
357	146	0	1
271	192	0	1
251	207	0	1
265	196	0	1
238	218	1	1
320	162	0	1
250	207	1	1
231	224	0	1
260	199	1	1
293	176	0	1
286	180	0	1
310	166	1	1
375	137	0	1
276	186	0	1
283	181	0	1
246	207	1	1
361	141	0	1
326	156	0	1
269	189	1	1
286	176	1	1
369	136	1	1
371	135	0	1
307	163	1	1
296	167	0	1
345	143	0	1
339	145	0	1
271	181	0	1
368	133	1	1
234	209	0	1
362	135	0	1
307	159	0	1
363	134	1	1
238	204	0	1
374	129	1	1
349	138	0	1
247	194	1	1
359	132	0	1
223	211	0	1
280	168	1	1
285	165	0	1
293	160	1	1
360	130	1	1
309	151	1	1
335	139	0	1
283	164	0	1
309	150	1	1
324	143	0	1
267	173	0	1
247	187	1	1
357	129	0	1
346	133	1	1
317	144	1	1
343	133	0	1
285	160	1	1
314	145	1	1
313	145	0	1
360	126	0	1
216	210	0	1
368	123	0	1
292	155	0	1
213	212	0	1
258	175	0	1
221	203	1	1
327	137	1	1
213	210	1	1
355	126	0	1
340	131	0	1
374	119	0	1
226	196	0	1
227	195	1	1
298	148	1	1
239	184	0	1
263	167	1	1
311	141	1	1
315	139	0	1
334	131	0	1
243	180	1	1
321	136	0	1
215	202	0	1
239	179	1	1
295	144	0	1
252	168	0	1
286	148	1	1
322	131	1	1
241	175	0	1
213	198	1	1
375	112	1	1
365	115	0	1
213	197	1	1
333	126	1	1
304	138	0	1
358	117	1	1
337	124	0	1
237	176	1	1
211	197	0	1
305	136	1	1
339	122	1	1
277	149	0	1
227	181	1	1
252	163	1	1
277	147	0	1
351	116	0	1
212	192	1	1
267	152	0	1
231	175	0	1
270	149	1	1
203	198	1	1
293	137	0	1
354	113	1	1
235	170	1	1
329	121	0	1
261	152	1	1
323	122	0	1
375	105	0	1
277	141	1	1
219	178	1	1
314	123	1	1
335	115	0	1
374	103	1	1
294	131	0	1
366	105	0	1
213	179	0	1
224	170	0	1
270	141	0	1
257	148	1	1
333	114	0	1
241	157	1	1
266	142	0	1
285	132	1	1
202	186	1	1
323	116	0	1
214	175	0	1
232	161	0	1
237	157	0	1
246	151	0	1
271	137	0	1
237	155	0	1
303	121	1	1
195	188	1	1
249	147	0	1
240	152	1	1
289	126	1	1
324	112	0	1
232	156	0	1
222	163	0	1
276	131	0	1
234	154	0	1
315	114	1	1
280	128	1	1
296	121	1	1
254	141	0	1
321	111	1	1
289	123	1	1
219	162	1	1
275	129	1	1
322	110	0	1
239	148	0	1
191	185	0	1
237	149	0	1
222	159	1	1
235	150	1	1
372	94	1	1
257	136	1	1
336	104	1	1
251	139	1	1
199	175	0	1
327	106	0	1
202	171	1	1
272	126	0	1
287	119	1	1
341	100	1	1
221	154	0	1
274	124	1	1
323	105	1	1
223	152	0	1
305	111	0	1
186	182	0	1
188	180	1	1
202	167	1	1
231	146	1	1
324	104	1	1
290	116	1	1
269	125	0	1
211	158	1	1
258	129	0	1
297	112	0	1
328	101	1	1
360	92	0	1
266	124	1	1
270	122	1	1
241	136	0	1
185	177	0	1
246	133	0	1
203	161	0	1
208	156	1	1
211	153	0	1
258	125	1	1
292	110	0	1
269	118	0	1
246	129	1	1
314	101	0	1
302	105	0	1
182	174	1	1
178	177	1	1
315	100	0	1
217	145	1	1
226	139	0	1
320	97	0	1
282	110	0	1
323	96	0	1
242	128	0	1
201	154	1	1
328	94	0	1
231	133	0	1
303	101	0	1
292	104	0	1
200	151	1	1
347	87	0	1
281	107	0	1
345	87	0	1
246	122	1	1
315	95	1	1
202	148	1	1
307	97	1	1
210	141	0	1
319	92	1	1
214	137	0	1
259	113	1	1
332	88	0	1
223	131	0	1
351	83	1	1
172	169	0	1
250	116	0	1
237	122	1	1
215	134	1	1
231	124	1	1
275	104	1	1
253	113	1	1
240	119	0	1
287	99	0	1
350	81	1	1
275	103	1	1
280	101	1	1
204	138	1	1
260	108	0	1
195	143	1	1
340	82	1	1
208	132	1	1
167	164	0	1
326	84	0	1
204	134	0	1
302	90	0	1
269	101	0	1
186	146	1	1
357	76	0	1
319	85	0	1
177	153	1	1
282	96	1	1
223	121	0	1
296	91	0	1
366	73	1	1
333	80	0	1
229	116	1	1
168	158	1	1
316	84	1	1
220	120	0	1
300	88	1	1
272	97	0	1
183	144	1	1
221	119	1	1
313	84	1	1
370	71	1	1
350	75	1	1
345	75	1	1
170	152	0	1
340	76	1	1
315	82	1	1
287	90	1	1
303	85	1	1
282	91	0	1
200	128	0	1
350	73	1	1
206	124	1	1
202	126	1	1
265	96	1	1
231	110	0	1
306	83	1	1
298	85	1	1
224	113	0	1
316	80	0	1
268	94	0	1
339	74	1	1
304	82	1	1
202	123	0	1
256	97	0	1
161	154	1	1
164	151	0	1
196	126	0	1
293	84	1	1
166	148	1	1
250	98	1	1
194	126	0	1
164	149	1	1
370	66	1	1
185	132	1	1
287	85	1	1
299	81	1	1
288	84	0	1
237	102	0	1
159	152	0	1
212	114	0	1
366	66	0	1
350	69	1	1
230	105	0	1
225	107	1	1
300	80	1	1
220	109	0	1
235	102	0	1
242	98	1	1
155	153	1	1
234	101	1	1
179	132	0	1
358	66	0	1
182	129	1	1
289	81	0	1
254	92	0	1
203	115	1	1
194	120	0	1
187	123	0	1
277	83	0	1
248	92	0	1
178	128	0	1
190	119	1	1
352	64	0	1
164	137	1	1
177	126	0	1
214	104	0	1
216	103	1	1
347	64	1	1
172	129	1	1
243	91	1	1
181	122	1	1
150	147	1	1
208	106	1	1
186	118	0	1
205	107	1	1
340	64	1	1
211	103	0	1
169	128	0	1
309	70	0	1
236	91	0	1
150	143	1	1
200	107	1	1
196	109	1	1
360	59	1	1
363	58	1	1
158	133	0	1
204	103	1	1
241	87	1	1
308	68	0	1
233	89	0	1
148	140	0	1
199	104	1	1
363	57	1	1
234	88	0	1
210	98	1	1
236	87	0	1
188	109	1	1
161	127	1	1
158	129	1	1
250	81	0	1
213	95	1	1
316	64	1	1
166	121	1	1
175	114	1	1
205	97	1	1
177	112	0	1
170	116	0	1
270	73	1	1
269	73	1	1
180	109	0	1
248	79	1	1
264	74	0	1
211	92	1	1
366	53	0	1
323	60	0	1
204	95	1	1
370	52	1	1
300	64	0	1
141	136	0	1
355	54	0	1
252	76	0	1
348	55	0	1
329	58	0	1
295	64	0	1
255	74	1	1
150	125	1	1
253	74	0	1
373	50	0	1
338	55	0	1
250	74	1	1
335	55	0	1
311	59	1	1
139	132	0	1
373	49	1	1
136	134	0	1
137	133	0	1
195	93	1	1
375	48	0	1
233	77	0	1
144	124	0	1
142	125	0	1
205	85	0	1
134	130	1	1
187	93	1	1
185	94	1	1
228	76	1	1
182	95	1	1
137	126	1	1
185	93	1	1
245	70	1	1
160	107	0	1
199	86	1	1
169	101	0	1
322	53	0	1
137	124	1	1
276	61	0	1
295	57	1	1
255	65	1	1
324	51	0	1
219	75	1	1
214	76	1	1
190	85	0	1
144	112	0	1
135	119	0	1
174	92	0	1
197	81	0	1
141	113	1	1
177	90	1	1
129	123	1	1
264	60	1	1
297	53	0	1
374	42	1	1
365	43	1	1
313	50	1	1
198	79	1	1
289	54	1	1
227	68	0	1
133	116	0	1
308	50	0	1
186	82	1	1
239	63	0	1
228	66	1	1
277	54	1	1
150	99	0	1
232	64	0	1
329	45	0	1
137	108	0	1
162	91	1	1
278	53	1	1
169	87	0	1
210	70	1	1
375	39	0	1
285	51	1	1
268	54	1	1
143	101	1	1
267	54	0	1
121	119	0	1
159	90	1	1
311	46	0	1
131	109	0	1
132	108	1	1
133	106	0	1
161	87	0	1
254	55	0	1
202	69	1	1
185	75	1	1
187	74	0	1
292	47	1	1
240	57	0	1
339	40	1	1
134	101	0	1
264	51	1	1
249	54	0	1
243	55	1	1
167	80	0	1
284	47	1	1
117	114	0	1
266	50	1	1
245	54	0	1
223	59	1	1
336	39	1	1
295	44	0	1
202	64	1	1
181	70	0	1
333	38	0	1
122	103	0	1
191	64	1	1
230	53	1	1
168	72	0	1
155	78	0	1
172	70	0	1
334	36	1	1
162	74	0	1
201	59	0	1
109	108	1	1
261	45	1	1
308	38	0	1
127	92	1	1
250	46	0	1
130	86	0	1
108	103	1	1
299	37	0	1
269	41	0	1
354	31	1	1
265	41	1	1
263	41	1	1
126	85	1	1
115	93	0	1
209	51	1	1
323	33	1	1
117	91	0	1
174	61	0	1
200	53	1	1
104	101	1	1
375	28	1	1
276	38	1	1
280	37	0	1
272	38	0	1
369	28	1	1
257	40	1	1
110	93	0	1
204	50	0	1
103	99	0	1
324	31	0	1
173	58	0	1
247	40	1	1
167	59	0	1
182	54	0	1
109	90	1	1
337	29	1	1
333	29	0	1
168	57	0	1
367	26	0	1
151	63	1	1
101	93	0	1
113	83	1	1
320	29	1	1
299	31	1	1
280	33	1	1
205	45	1	1
204	45	0	1
235	39	0	1
195	47	0	1
131	69	0	1
122	74	1	1
158	57	1	1
236	38	1	1
262	34	0	1
136	64	0	1
321	27	1	1
222	39	1	1
94	92	1	1
180	48	1	1
116	74	1	1
296	29	0	1
132	65	1	1
317	27	1	1
163	52	0	1
114	74	1	1
98	85	1	1
111	75	0	1
184	45	0	1
176	47	1	1
153	54	0	1
98	84	1	1
316	26	1	1
152	54	0	1
126	65	0	1
102	80	1	1
263	31	1	1
246	33	1	1
156	52	0	1
219	37	1	1
213	38	0	1
210	38	0	1
162	49	0	1
131	60	0	1
269	29	1	1
111	70	1	1
210	37	1	1
215	36	1	1
93	82	0	1
206	37	0	1
107	71	1	1
100	75	0	1
124	60	0	1
232	32	1	1
176	42	0	1
102	71	0	1
154	47	1	1
87	83	1	1
126	57	1	1
211	34	1	1
151	47	1	1
172	41	1	1
135	52	0	1
163	43	0	1
125	56	1	1
194	36	1	1
196	35	1	1
115	59	0	1
226	30	1	1
169	40	1	1
143	47	1	1
96	70	0	1
108	62	0	1
81	81	1	1
218	30	0	1
106	61	1	1
190	34	1	1
92	70	1	1
126	51	0	1
217	29	1	1
240	26	0	1
189	33	1	1
129	48	0	1
112	55	1	1
93	66	1	1
106	57	1	1
94	64	0	1
135	44	0	1
86	69	1	1
80	73	0	1
153	38	0	1
212	27	1	1
157	36	1	1
224	25	0	1
81	69	0	1
111	50	0	1
108	51	1	1
170	32	1	1
85	64	0	1
207	26	0	1
96	56	0	1
133	40	0	1
204	26	1	1
91	58	1	1
75	70	0	1
131	40	0	1
208	25	1	1
98	53	0	1
75	69	0	1
205	25	0	1
144	35	1	1
168	30	0	1
148	34	0	1
86	58	1	1
198	25	1	1
112	44	1	1
79	61	1	1
160	30	1	1
170	28	1	1
88	54	1	1
91	52	0	1
162	29	1	1
69	68	0	1
80	58	0	1
168	27	1	1
179	25	1	1
177	25	0	1
126	35	0	1
113	39	0	1
174	25	0	1
82	53	0	1
111	39	1	1
96	42	0	1
138	29	0	1
94	42	0	1
80	48	0	1
91	42	1	1
126	29	1	1
78	45	0	1
117	30	1	1
81	41	0	1
120	27	1	1
106	30	0	1
91	34	1	1
58	51	1	1
85	33	0	1
100	28	0	1
87	32	1	1
83	32	1	1
68	37	0	1
54	44	0	1
82	26	1	1
76	27	0	1
80	25	1	1
47	34	1	1
33	27	0	1


299	1000	1000
361	361	1	1
364	357	1	1
363	354	1	1
373	343	1	1
371	332	1	1
373	329	1	1
361	339	0	1
350	347	0	1
368	329	0	1
359	337	0	1
348	347	1	1
360	334	0	1
361	326	0	1
375	312	0	1
345	334	0	1
347	332	0	1
354	325	1	1
364	312	1	1
352	317	0	1
361	308	0	1
361	307	0	1
335	328	1	1
355	305	0	1
339	319	1	1
354	304	1	1
342	313	0	1
331	322	1	1
360	294	0	1
337	312	1	1
340	309	1	1
375	278	0	1
326	319	0	1
367	283	1	1
352	295	1	1
346	300	1	1
362	286	0	1
346	299	0	1
342	302	1	1
345	299	0	1
338	302	0	1
325	314	1	1
320	313	1	1
335	298	1	1
337	295	1	1
367	270	1	1
320	308	0	1
343	287	0	1
340	289	1	1
361	272	0	1
336	292	0	1
364	269	1	1
316	309	1	1
347	281	0	1
318	306	0	1
320	302	0	1
345	280	0	1
342	281	0	1
360	266	0	1
323	295	1	1
359	265	1	1
325	292	0	1
309	305	1	1
317	297	0	1
319	294	0	1
314	298	1	1
342	273	1	1
369	253	1	1
311	299	0	1
347	267	0	1
339	272	1	1
337	270	0	1
363	250	0	1
325	279	0	1
337	269	0	1
367	247	0	1
373	243	0	1
361	251	0	1
339	267	1	1
311	290	1	1
324	278	1	1
349	258	0	1
303	297	1	1
306	292	1	1
309	289	1	1
317	281	1	1
352	251	0	1
312	283	0	1
350	252	0	1
326	270	0	1
327	268	0	1
300	290	1	1
360	241	1	1
300	289	0	1
333	260	0	1
312	277	0	1
335	257	0	1
357	240	1	1
366	234	0	1
293	291	1	1
300	284	0	1
319	263	1	1
325	257	0	1
335	248	0	1
350	237	0	1
313	263	1	1
321	256	1	1
316	260	1	1
294	279	0	1
304	269	0	1
365	224	0	1
300	272	0	1
356	229	0	1
331	246	0	1
294	276	1	1
354	229	1	1
314	258	0	1
374	216	1	1
332	243	0	1
349	230	1	1
324	247	1	1
307	260	0	1
356	223	1	1
346	229	1	1
281	279	0	1
283	277	0	1
364	215	1	1
346	226	0	1
301	257	0	1
357	216	0	1
316	244	1	1
353	218	1	1
311	247	1	1
350	218	0	1
293	260	1	1
333	227	0	1
365	207	1	1
286	264	1	1
278	269	1	1
367	203	1	1
281	265	1	1
373	199	0	1
279	265	0	1
294	251	1	1
355	207	1	1
319	230	0	1
349	210	1	1
284	258	0	1
328	223	0	1
281	260	1	1
319	229	0	1
335	218	1	1
361	202	0	1
345	211	0	1
352	206	1	1
290	250	1	1
368	197	1	1
285	254	1	1
275	263	1	1
271	266	1	1
373	193	1	1
273	263	0	1
336	213	0	1
339	211	1	1
328	218	0	1
305	234	1	1
310	230	1	1
269	265	1	1
303	235	1	1
322	220	0	1
306	231	1	1
316	223	0	1
358	196	0	1
318	220	0	1
341	205	0	1
290	241	1	1
367	190	0	1
290	239	0	1
308	225	0	1
276	251	0	1
284	242	1	1
332	207	1	1
308	223	1	1
338	203	1	1
348	197	1	1
331	207	0	1
346	198	0	1
307	223	1	1
364	188	0	1
361	189	1	1
275	248	0	1
316	215	0	1
266	255	1	1
269	252	1	1
302	224	0	1
274	246	1	1
284	237	0	1
373	180	1	1
313	214	1	1
368	182	0	1
372	180	0	1
321	208	0	1
349	191	0	1
273	244	1	1
302	220	1	1
264	249	0	1
369	178	1	1
257	254	1	1
258	253	1	1
266	245	1	1
276	236	1	1
256	254	0	1
340	191	1	1
256	253	0	1
374	173	1	1
362	178	0	1
268	239	0	1
282	226	1	1
272	234	1	1
301	211	0	1
281	226	0	1
322	197	0	1
292	217	1	1
369	171	1	1
275	229	0	1
336	187	1	1
365	172	0	1
369	170	1	1
356	175	1	1
272	229	0	1
313	199	0	1
369	166	0	1
278	220	0	1
357	171	0	1
342	178	1	1
375	162	1	1
289	210	0	1
291	208	0	1
350	172	0	1
328	183	1	1
365	164	0	1
344	174	1	1
360	166	0	1
359	166	1	1
312	191	1	1
327	182	0	1
373	158	1	1
280	210	0	1
273	215	1	1
349	168	1	1
278	210	0	1
324	180	1	1
264	220	1	1
328	176	0	1
254	227	0	1
263	218	0	1
343	167	0	1
305	187	1	1
245	232	1	1
314	181	1	1
309	183	0	1
252	224	0	1
270	209	0	1
263	214	0	1
341	165	1	1
291	193	0	1
282	198	0	1
272	205	0	1
257	216	1	1
289	192	0	1
295	188	0	1
336	165	0	1
277	200	1	1
328	168	0	1
270	204	0	1
352	156	1	1
356	154	0	1
239	229	1	1
342	160	0	1
260	210	1	1
251	217	0	1
263	207	0	1
258	210	0	1
371	146	1	1
272	199	0	1
314	172	1	1
360	150	1	1
315	171	0	1
359	150	1	1
238	226	0	1
338	159	0	1
270	199	1	1
290	185	0	1
315	170	0	1
299	179	0	1
232	230	0	1
325	164	1	1
337	158	0	1
280	190	0	1
332	159	0	1
242	218	0	1
235	224	1	1
353	149	1	1
360	146	1	1
242	217	0	1
276	190	0	1
317	164	1	1
313	166	0	1
346	150	0	1
355	146	0	1
256	202	0	1
331	156	0	1
243	212	1	1
324	159	0	1
330	156	0	1
246	209	0	1
242	212	0	1
280	183	1	1
366	140	1	1
339	151	0	1
239	214	1	1
298	171	0	1
299	170	1	1
279	182	0	1
247	205	1	1
320	158	0	1
237	213	1	1
266	189	0	1
244	206	0	1
259	193	1	1
299	167	1	1
313	159	0	1
249	198	1	1
340	145	0	1
259	190	0	1
235	209	0	1
321	153	1	1
282	174	0	1
278	175	1	1
258	188	1	1
244	198	0	1
